t,0,13,13,34,13,13,13,13,13,25,0,0,0,0,10,98,22,0,0,0,0.8684,0.922,0,1
u,0,26,26,26,26,26,26,29,38,48,0,0,70,17,12,11,11,18,73,0,0.9040858725761773,0.7967451523545707,0,1
r,0,37,24,15,13,13,13,13,13,13,0,0,0,73,20,14,14,13,0,0,0.6814404432132964,0.8670360110803325,0,1
p,0,55,31,25,25,28,37,43,13,13,0,0,101,101,24,22,28,61,0,0,0.8376479289940828,0.7470414201183432,1,1
i,0,13,0,13,13,13,13,13,13,13,0,0,0,0,0,88,0,0,0,0,0.9830834294502114,0.9650134563629373,0,2
s,0,45,29,14,31,40,22,27,31,44,0,0,44,48,38,37,39,51,42,0,0.814266929651545,0.7998027613412229,0,1
a,15,50,31,26,24,55,30,29,36,57,0,26,54,41,34,32,34,42,69,15,0.7908587257617729,0.7770083102493075,1,1
t,0,13,13,34,13,13,13,13,13,25,0,0,0,0,10,98,22,0,0,0,0.8684,0.922,0,1
",",3,15,15,15,15,8,8,9,11,9,0,0,0,17,23,32,29,24,0,0,0.8027681660899654,0.8373702422145328,0,1
b,0,13,13,47,36,26,25,26,31,54,0,0,101,101,24,22,28,62,0,0,0.8380177514792899,0.7466715976331361,1,1
i,0,13,0,13,13,13,13,13,13,13,0,0,0,0,0,88,0,0,0,0,0.9830834294502114,0.9650134563629373,0,2
b,0,13,13,47,36,26,25,26,31,54,0,0,101,101,24,22,28,62,0,0,0.8380177514792899,0.7466715976331361,1,1
e,0,44,32,27,67,67,14,29,35,43,0,36,60,42,33,33,34,42,51,24,0.9352399737015121,0.8629191321499013,1,1
n,0,51,36,29,26,26,26,26,26,26,0,73,73,14,12,12,12,22,68,0,0.8666897506925207,0.8043628808864266,0,1
d,12,13,13,45,37,26,25,25,30,55,0,0,22,61,28,22,24,100,100,0,0.8339100346020761,0.7397154940407535,1,1
u,0,26,26,26,26,26,26,29,38,48,0,0,70,17,12,11,11,18,73,0,0.9040858725761773,0.7967451523545707,0,1
m,0,0,88,50,40,39,39,39,39,0,0,73,12,12,14,68,12,11,12,72,0.9174,0.811,0,1
e,0,44,32,27,67,67,14,29,35,43,0,36,60,42,33,33,34,42,51,24,0.9352399737015121,0.8629191321499013,1,1
l,0,13,13,13,13,13,13,13,13,13,0,0,0,0,0,101,0,0,0,0,0.9805843906189927,0.9975009611687813,0,1
e,0,44,32,27,67,67,14,29,35,43,0,36,60,42,33,33,34,42,51,24,0.9352399737015121,0.8629191321499013,1,1
i,0,13,0,13,13,13,13,13,13,13,0,0,0,0,0,88,0,0,0,0,0.9830834294502114,0.9650134563629373,0,2
f,0,30,13,38,13,13,13,13,13,13,0,0,0,10,90,102,22,5,0,0,0.8263683431952663,0.9029215976331361,0,1
e,0,44,32,27,67,67,14,29,35,43,0,36,60,42,33,33,34,42,51,24,0.9352399737015121,0.8629191321499013,1,1
n,0,51,36,29,26,26,26,26,26,26,0,73,73,14,12,12,12,22,68,0,0.8666897506925207,0.8043628808864266,0,1
d,12,13,13,45,37,26,25,25,30,55,0,0,22,61,28,22,24,100,100,0,0.8339100346020761,0.7397154940407535,1,1
t,0,13,13,34,13,13,13,13,13,25,0,0,0,0,10,98,22,0,0,0,0.8684,0.922,0,1
e,0,44,32,27,67,67,14,29,35,43,0,36,60,42,33,33,34,42,51,24,0.9352399737015121,0.8629191321499013,1,1
l,0,13,13,13,13,13,13,13,13,13,0,0,0,0,0,101,0,0,0,0,0.9805843906189927,0.9975009611687813,0,1
l,0,13,13,13,13,13,13,13,13,13,0,0,0,0,0,101,0,0,0,0,0.9805843906189927,0.9975009611687813,0,1
u,0,26,26,26,26,26,26,29,38,48,0,0,70,17,12,11,11,18,73,0,0.9040858725761773,0.7967451523545707,0,1
s,0,45,29,14,31,40,22,27,31,44,0,0,44,48,38,37,39,51,42,0,0.814266929651545,0.7998027613412229,0,1
.,0,15,15,15,15,15,15,15,15,0,0,14,14,14,14,14,14,14,14,14,0.890625,0.765625,0,1
D,49,69,31,29,29,28,29,29,31,70,0,100,100,24,24,25,28,34,78,41,0.7904,0.9964,1,1
o,15,46,33,29,28,26,27,28,32,46,0,41,62,30,24,22,23,30,62,41,0.9930747922437673,0.9937673130193906,1,1
n,0,51,36,29,26,26,26,26,26,26,0,73,73,14,12,12,12,22,68,0,0.8666897506925207,0.8043628808864266,0,1
e,0,44,32,27,67,67,14,29,35,43,0,36,60,42,33,33,34,42,51,24,0.9352399737015121,0.8629191321499013,1,1
c,0,43,33,27,13,14,13,28,33,41,0,24,57,34,24,22,22,33,36,0,0.8777120315581854,0.9513477975016437,0,1
a,15,50,31,26,24,55,30,29,36,57,0,26,54,41,34,32,34,42,69,15,0.7908587257617729,0.7770083102493075,1,1
l,0,13,13,13,13,13,13,13,13,13,0,0,0,0,0,101,0,0,0,0,0.9805843906189927,0.9975009611687813,0,1
i,0,13,0,13,13,13,13,13,13,13,0,0,0,0,0,88,0,0,0,0,0.9830834294502114,0.9650134563629373,0,2
q,0,55,31,25,25,27,37,43,13,13,0,0,22,62,26,22,24,101,0,0,0.8657544378698225,0.7459319526627219,1,1
u,0,26,26,26,26,26,26,29,38,48,0,0,70,17,12,11,11,18,73,0,0.9040858725761773,0.7967451523545707,0,1
a,15,50,31,26,24,55,30,29,36,57,0,26,54,41,34,32,34,42,69,15,0.7908587257617729,0.7770083102493075,1,1
m,0,0,88,50,40,39,39,39,39,0,0,73,12,12,14,68,12,11,12,72,0.9174,0.811,0,1
u,0,26,26,26,26,26,26,29,38,48,0,0,70,17,12,11,11,18,73,0,0.9040858725761773,0.7967451523545707,0,1
l,0,13,13,13,13,13,13,13,13,13,0,0,0,0,0,101,0,0,0,0,0.9805843906189927,0.9975009611687813,0,1
l,0,13,13,13,13,13,13,13,13,13,0,0,0,0,0,101,0,0,0,0,0.9805843906189927,0.9975009611687813,0,1
a,15,50,31,26,24,55,30,29,36,57,0,26,54,41,34,32,34,42,69,15,0.7908587257617729,0.7770083102493075,1,1
m,0,0,88,50,40,39,39,39,39,0,0,73,12,12,14,68,12,11,12,72,0.9174,0.811,0,1
c,0,43,33,27,13,14,13,28,33,41,0,24,57,34,24,22,22,33,36,0,0.8777120315581854,0.9513477975016437,0,1
o,15,46,33,29,28,26,27,28,32,46,0,41,62,30,24,22,23,30,62,41,0.9930747922437673,0.9937673130193906,1,1
r,0,37,24,15,13,13,13,13,13,13,0,0,0,73,20,14,14,13,0,0,0.6814404432132964,0.8670360110803325,0,1
p,0,55,31,25,25,28,37,43,13,13,0,0,101,101,24,22,28,61,0,0,0.8376479289940828,0.7470414201183432,1,1
e,0,44,32,27,67,67,14,29,35,43,0,36,60,42,33,33,34,42,51,24,0.9352399737015121,0.8629191321499013,1,1
r,0,37,24,15,13,13,13,13,13,13,0,0,0,73,20,14,14,13,0,0,0.6814404432132964,0.8670360110803325,0,1
v,0,27,27,27,27,27,26,25,23,18,0,14,33,36,35,21,34,36,28,9,0.918918918918919,0.508400292184076,0,1
e,0,44,32,27,67,67,14,29,35,43,0,36,60,42,33,33,34,42,51,24,0.9352399737015121,0.8629191321499013,1,1
l,0,13,13,13,13,13,13,13,13,13,0,0,0,0,0,101,0,0,0,0,0.9805843906189927,0.9975009611687813,0,1
i,0,13,0,13,13,13,13,13,13,13,0,0,0,0,0,88,0,0,0,0,0.9830834294502114,0.9650134563629373,0,2
t,0,13,13,34,13,13,13,13,13,25,0,0,0,0,10,98,22,0,0,0,0.8684,0.922,0,1
.,0,15,15,15,15,15,15,15,15,0,0,14,14,14,14,14,14,14,14,14,0.890625,0.765625,0,1
U,0,28,28,28,28,28,28,29,34,59,0,0,92,17,13,13,13,17,90,0,0.9609837278106509,0.773853550295858,0,1
t,0,13,13,34,13,13,13,13,13,25,0,0,0,0,10,98,22,0,0,0,0.8684,0.922,0,1
t,0,13,13,34,13,13,13,13,13,25,0,0,0,0,10,98,22,0,0,0,0.8684,0.922,0,1
i,0,13,0,13,13,13,13,13,13,13,0,0,0,0,0,88,0,0,0,0,0.9830834294502114,0.9650134563629373,0,2
n,0,51,36,29,26,26,26,26,26,26,0,73,73,14,12,12,12,22,68,0,0.8666897506925207,0.8043628808864266,0,1
c,0,43,33,27,13,14,13,28,33,41,0,24,57,34,24,22,22,33,36,0,0.8777120315581854,0.9513477975016437,0,1
i,0,13,0,13,13,13,13,13,13,13,0,0,0,0,0,88,0,0,0,0,0.9830834294502114,0.9650134563629373,0,2
d,12,13,13,45,37,26,25,25,30,55,0,0,22,61,28,22,24,100,100,0,0.8339100346020761,0.7397154940407535,1,1
u,0,26,26,26,26,26,26,29,38,48,0,0,70,17,12,11,11,18,73,0,0.9040858725761773,0.7967451523545707,0,1
n,0,51,36,29,26,26,26,26,26,26,0,73,73,14,12,12,12,22,68,0,0.8666897506925207,0.8043628808864266,0,1
t,0,13,13,34,13,13,13,13,13,25,0,0,0,0,10,98,22,0,0,0,0.8684,0.922,0,1
p,0,55,31,25,25,28,37,43,13,13,0,0,101,101,24,22,28,61,0,0,0.8376479289940828,0.7470414201183432,1,1
r,0,37,24,15,13,13,13,13,13,13,0,0,0,73,20,14,14,13,0,0,0.6814404432132964,0.8670360110803325,0,1
e,0,44,32,27,67,67,14,29,35,43,0,36,60,42,33,33,34,42,51,24,0.9352399737015121,0.8629191321499013,1,1
t,0,13,13,34,13,13,13,13,13,25,0,0,0,0,10,98,22,0,0,0,0.8684,0.922,0,1
i,0,13,0,13,13,13,13,13,13,13,0,0,0,0,0,88,0,0,0,0,0.9830834294502114,0.9650134563629373,0,2
u,0,26,26,26,26,26,26,29,38,48,0,0,70,17,12,11,11,18,73,0,0.9040858725761773,0.7967451523545707,0,1
m,0,0,88,50,40,39,39,39,39,0,0,73,12,12,14,68,12,11,12,72,0.9174,0.811,0,1
o,15,46,33,29,28,26,27,28,32,46,0,41,62,30,24,22,23,30,62,41,0.9930747922437673,0.9937673130193906,1,1
d,12,13,13,45,37,26,25,25,30,55,0,0,22,61,28,22,24,100,100,0,0.8339100346020761,0.7397154940407535,1,1
i,0,13,0,13,13,13,13,13,13,13,0,0,0,0,0,88,0,0,0,0,0.9830834294502114,0.9650134563629373,0,2
o,15,46,33,29,28,26,27,28,32,46,0,41,62,30,24,22,23,30,62,41,0.9930747922437673,0.9937673130193906,1,1
",",3,15,15,15,15,8,8,9,11,9,0,0,0,17,23,32,29,24,0,0,0.8027681660899654,0.8373702422145328,0,1
a,15,50,31,26,24,55,30,29,36,57,0,26,54,41,34,32,34,42,69,15,0.7908587257617729,0.7770083102493075,1,1
c,0,43,33,27,13,14,13,28,33,41,0,24,57,34,24,22,22,33,36,0,0.8777120315581854,0.9513477975016437,0,1
c,0,43,33,27,13,14,13,28,33,41,0,24,57,34,24,22,22,33,36,0,0.8777120315581854,0.9513477975016437,0,1
o,15,46,33,29,28,26,27,28,32,46,0,41,62,30,24,22,23,30,62,41,0.9930747922437673,0.9937673130193906,1,1
n,0,51,36,29,26,26,26,26,26,26,0,73,73,14,12,12,12,22,68,0,0.8666897506925207,0.8043628808864266,0,1
s,0,45,29,14,31,40,22,27,31,44,0,0,44,48,38,37,39,51,42,0,0.814266929651545,0.7998027613412229,0,1
e,0,44,32,27,67,67,14,29,35,43,0,36,60,42,33,33,34,42,51,24,0.9352399737015121,0.8629191321499013,1,1
c,0,43,33,27,13,14,13,28,33,41,0,24,57,34,24,22,22,33,36,0,0.8777120315581854,0.9513477975016437,0,1
t,0,13,13,34,13,13,13,13,13,25,0,0,0,0,10,98,22,0,0,0,0.8684,0.922,0,1
e,0,44,32,27,67,67,14,29,35,43,0,36,60,42,33,33,34,42,51,24,0.9352399737015121,0.8629191321499013,1,1
t,0,13,13,34,13,13,13,13,13,25,0,0,0,0,10,98,22,0,0,0,0.8684,0.922,0,1
u,0,26,26,26,26,26,26,29,38,48,0,0,70,17,12,11,11,18,73,0,0.9040858725761773,0.7967451523545707,0,1
r,0,37,24,15,13,13,13,13,13,13,0,0,0,73,20,14,14,13,0,0,0.6814404432132964,0.8670360110803325,0,1
m,0,0,88,50,40,39,39,39,39,0,0,73,12,12,14,68,12,11,12,72,0.9174,0.811,0,1
a,15,50,31,26,24,55,30,29,36,57,0,26,54,41,34,32,34,42,69,15,0.7908587257617729,0.7770083102493075,1,1
u,0,26,26,26,26,26,26,29,38,48,0,0,70,17,12,11,11,18,73,0,0.9040858725761773,0.7967451523545707,0,1
r,0,37,24,15,13,13,13,13,13,13,0,0,0,73,20,14,14,13,0,0,0.6814404432132964,0.8670360110803325,0,1
i,0,13,0,13,13,13,13,13,13,13,0,0,0,0,0,88,0,0,0,0,0.9830834294502114,0.9650134563629373,0,2
s,0,45,29,14,31,40,22,27,31,44,0,0,44,48,38,37,39,51,42,0,0.814266929651545,0.7998027613412229,0,1
.,0,15,15,15,15,15,15,15,15,0,0,14,14,14,14,14,14,14,14,14,0.890625,0.765625,0,1
P,14,70,30,29,30,69,14,14,14,14,0,0,100,24,24,24,26,30,45,0,0.7966,0.7226,1,1
h,0,13,13,44,39,27,26,26,26,26,0,0,101,101,11,12,14,70,0,0,0.8562091503267973,0.8289119569396386,0,1
a,15,50,31,26,24,55,30,29,36,57,0,26,54,41,34,32,34,42,69,15,0.7908587257617729,0.7770083102493075,1,1
s,0,45,29,14,31,40,22,27,31,44,0,0,44,48,38,37,39,51,42,0,0.814266929651545,0.7998027613412229,0,1
e,0,44,32,27,67,67,14,29,35,43,0,36,60,42,33,33,34,42,51,24,0.9352399737015121,0.8629191321499013,1,1
l,0,13,13,13,13,13,13,13,13,13,0,0,0,0,0,101,0,0,0,0,0.9805843906189927,0.9975009611687813,0,1
l,0,13,13,13,13,13,13,13,13,13,0,0,0,0,0,101,0,0,0,0,0.9805843906189927,0.9975009611687813,0,1
u,0,26,26,26,26,26,26,29,38,48,0,0,70,17,12,11,11,18,73,0,0.9040858725761773,0.7967451523545707,0,1
s,0,45,29,14,31,40,22,27,31,44,0,0,44,48,38,37,39,51,42,0,0.814266929651545,0.7998027613412229,0,1
s,0,45,29,14,31,40,22,27,31,44,0,0,44,48,38,37,39,51,42,0,0.814266929651545,0.7998027613412229,0,1
o,15,46,33,29,28,26,27,28,32,46,0,41,62,30,24,22,23,30,62,41,0.9930747922437673,0.9937673130193906,1,1
l,0,13,13,13,13,13,13,13,13,13,0,0,0,0,0,101,0,0,0,0,0.9805843906189927,0.9975009611687813,0,1
l,0,13,13,13,13,13,13,13,13,13,0,0,0,0,0,101,0,0,0,0,0.9805843906189927,0.9975009611687813,0,1
i,0,13,0,13,13,13,13,13,13,13,0,0,0,0,0,88,0,0,0,0,0.9830834294502114,0.9650134563629373,0,2
c,0,43,33,27,13,14,13,28,33,41,0,24,57,34,24,22,22,33,36,0,0.8777120315581854,0.9513477975016437,0,1
i,0,13,0,13,13,13,13,13,13,13,0,0,0,0,0,88,0,0,0,0,0.9830834294502114,0.9650134563629373,0,2
t,0,13,13,34,13,13,13,13,13,25,0,0,0,0,10,98,22,0,0,0,0.8684,0.922,0,1
u,0,26,26,26,26,26,26,29,38,48,0,0,70,17,12,11,11,18,73,0,0.9040858725761773,0.7967451523545707,0,1
d,12,13,13,45,37,26,25,25,30,55,0,0,22,61,28,22,24,100,100,0,0.8339100346020761,0.7397154940407535,1,1
i,0,13,0,13,13,13,13,13,13,13,0,0,0,0,0,88,0,0,0,0,0.9830834294502114,0.9650134563629373,0,2
n,0,51,36,29,26,26,26,26,26,26,0,73,73,14,12,12,12,22,68,0,0.8666897506925207,0.8043628808864266,0,1
v,0,27,27,27,27,27,26,25,23,18,0,14,33,36,35,21,34,36,28,9,0.918918918918919,0.508400292184076,0,1
e,0,44,32,27,67,67,14,29,35,43,0,36,60,42,33,33,34,42,51,24,0.9352399737015121,0.8629191321499013,1,1
h,0,13,13,44,39,27,26,26,26,26,0,0,101,101,11,12,14,70,0,0,0.8562091503267973,0.8289119569396386,0,1
i,0,13,0,13,13,13,13,13,13,13,0,0,0,0,0,88,0,0,0,0,0.9830834294502114,0.9650134563629373,0,2
c,0,43,33,27,13,14,13,28,33,41,0,24,57,34,24,22,22,33,36,0,0.8777120315581854,0.9513477975016437,0,1
u,0,26,26,26,26,26,26,29,38,48,0,0,70,17,12,11,11,18,73,0,0.9040858725761773,0.7967451523545707,0,1
l,0,13,13,13,13,13,13,13,13,13,0,0,0,0,0,101,0,0,0,0,0.9805843906189927,0.9975009611687813,0,1
a,15,50,31,26,24,55,30,29,36,57,0,26,54,41,34,32,34,42,69,15,0.7908587257617729,0.7770083102493075,1,1
l,0,13,13,13,13,13,13,13,13,13,0,0,0,0,0,101,0,0,0,0,0.9805843906189927,0.9975009611687813,0,1
e,0,44,32,27,67,67,14,29,35,43,0,36,60,42,33,33,34,42,51,24,0.9352399737015121,0.8629191321499013,1,1
o,15,46,33,29,28,26,27,28,32,46,0,41,62,30,24,22,23,30,62,41,0.9930747922437673,0.9937673130193906,1,1
.,0,15,15,15,15,15,15,15,15,0,0,14,14,14,14,14,14,14,14,14,0.890625,0.765625,0,1
S,0,58,29,22,30,45,20,28,32,60,0,0,57,52,40,41,41,54,54,0,0.8435386258454967,0.8218227127091492,0,1
e,0,44,32,27,67,67,14,29,35,43,0,36,60,42,33,33,34,42,51,24,0.9352399737015121,0.8629191321499013,1,1
d,12,13,13,45,37,26,25,25,30,55,0,0,22,61,28,22,24,100,100,0,0.8339100346020761,0.7397154940407535,1,1
c,0,43,33,27,13,14,13,28,33,41,0,24,57,34,24,22,22,33,36,0,0.8777120315581854,0.9513477975016437,0,1
u,0,26,26,26,26,26,26,29,38,48,0,0,70,17,12,11,11,18,73,0,0.9040858725761773,0.7967451523545707,0,1
r,0,37,24,15,13,13,13,13,13,13,0,0,0,73,20,14,14,13,0,0,0.6814404432132964,0.8670360110803325,0,1
s,0,45,29,14,31,40,22,27,31,44,0,0,44,48,38,37,39,51,42,0,0.814266929651545,0.7998027613412229,0,1
u,0,26,26,26,26,26,26,29,38,48,0,0,70,17,12,11,11,18,73,0,0.9040858725761773,0.7967451523545707,0,1
s,0,45,29,14,31,40,22,27,31,44,0,0,44,48,38,37,39,51,42,0,0.814266929651545,0.7998027613412229,0,1
l,0,13,13,13,13,13,13,13,13,13,0,0,0,0,0,101,0,0,0,0,0.9805843906189927,0.9975009611687813,0,1
i,0,13,0,13,13,13,13,13,13,13,0,0,0,0,0,88,0,0,0,0,0.9830834294502114,0.9650134563629373,0,2
g,14,56,30,25,25,29,46,35,27,52,0,0,17,78,39,33,37,97,77,0,0.8966346153846154,0.8208210059171598,1,1
u,0,26,26,26,26,26,26,29,38,48,0,0,70,17,12,11,11,18,73,0,0.9040858725761773,0.7967451523545707,0,1
l,0,13,13,13,13,13,13,13,13,13,0,0,0,0,0,101,0,0,0,0,0.9805843906189927,0.9975009611687813,0,1
a,15,50,31,26,24,55,30,29,36,57,0,26,54,41,34,32,34,42,69,15,0.7908587257617729,0.7770083102493075,1,1
e,0,44,32,27,67,67,14,29,35,43,0,36,60,42,33,33,34,42,51,24,0.9352399737015121,0.8629191321499013,1,1
t,0,13,13,34,13,13,13,13,13,25,0,0,0,0,10,98,22,0,0,0,0.8684,0.922,0,1
t,0,13,13,34,13,13,13,13,13,25,0,0,0,0,10,98,22,0,0,0,0.8684,0.922,0,1
u,0,26,26,26,26,26,26,29,38,48,0,0,70,17,12,11,11,18,73,0,0.9040858725761773,0.7967451523545707,0,1
r,0,37,24,15,13,13,13,13,13,13,0,0,0,73,20,14,14,13,0,0,0.6814404432132964,0.8670360110803325,0,1
p,0,55,31,25,25,28,37,43,13,13,0,0,101,101,24,22,28,61,0,0,0.8376479289940828,0.7470414201183432,1,1
i,0,13,0,13,13,13,13,13,13,13,0,0,0,0,0,88,0,0,0,0,0.9830834294502114,0.9650134563629373,0,2
s,0,45,29,14,31,40,22,27,31,44,0,0,44,48,38,37,39,51,42,0,0.814266929651545,0.7998027613412229,0,1
f,0,30,13,38,13,13,13,13,13,13,0,0,0,10,90,102,22,5,0,0,0.8263683431952663,0.9029215976331361,0,1
i,0,13,0,13,13,13,13,13,13,13,0,0,0,0,0,88,0,0,0,0,0.9830834294502114,0.9650134563629373,0,2
n,0,51,36,29,26,26,26,26,26,26,0,73,73,14,12,12,12,22,68,0,0.8666897506925207,0.8043628808864266,0,1
i,0,13,0,13,13,13,13,13,13,13,0,0,0,0,0,88,0,0,0,0,0.9830834294502114,0.9650134563629373,0,2
b,0,13,13,47,36,26,25,26,31,54,0,0,101,101,24,22,28,62,0,0,0.8380177514792899,0.7466715976331361,1,1
u,0,26,26,26,26,26,26,29,38,48,0,0,70,17,12,11,11,18,73,0,0.9040858725761773,0.7967451523545707,0,1
s,0,45,29,14,31,40,22,27,31,44,0,0,44,48,38,37,39,51,42,0,0.814266929651545,0.7998027613412229,0,1
v,0,27,27,27,27,27,26,25,23,18,0,14,33,36,35,21,34,36,28,9,0.918918918918919,0.508400292184076,0,1
e,0,44,32,27,67,67,14,29,35,43,0,36,60,42,33,33,34,42,51,24,0.9352399737015121,0.8629191321499013,1,1
n,0,51,36,29,26,26,26,26,26,26,0,73,73,14,12,12,12,22,68,0,0.8666897506925207,0.8043628808864266,0,1
e,0,44,32,27,67,67,14,29,35,43,0,36,60,42,33,33,34,42,51,24,0.9352399737015121,0.8629191321499013,1,1
n,0,51,36,29,26,26,26,26,26,26,0,73,73,14,12,12,12,22,68,0,0.8666897506925207,0.8043628808864266,0,1
a,15,50,31,26,24,55,30,29,36,57,0,26,54,41,34,32,34,42,69,15,0.7908587257617729,0.7770083102493075,1,1
t,0,13,13,34,13,13,13,13,13,25,0,0,0,0,10,98,22,0,0,0,0.8684,0.922,0,1
i,0,13,0,13,13,13,13,13,13,13,0,0,0,0,0,88,0,0,0,0,0.9830834294502114,0.9650134563629373,0,2
s,0,45,29,14,31,40,22,27,31,44,0,0,44,48,38,37,39,51,42,0,0.814266929651545,0.7998027613412229,0,1
.,0,15,15,15,15,15,15,15,15,0,0,14,14,14,14,14,14,14,14,14,0.890625,0.765625,0,1
I,0,14,14,14,14,14,14,14,14,14,0,0,0,0,0,101,0,0,0,0,0.9611687812379854,0.9973087274125336,0,1
n,0,51,36,29,26,26,26,26,26,26,0,73,73,14,12,12,12,22,68,0,0.8666897506925207,0.8043628808864266,0,1
h,0,13,13,44,39,27,26,26,26,26,0,0,101,101,11,12,14,70,0,0,0.8562091503267973,0.8289119569396386,0,1
a,15,50,31,26,24,55,30,29,36,57,0,26,54,41,34,32,34,42,69,15,0.7908587257617729,0.7770083102493075,1,1
c,0,43,33,27,13,14,13,28,33,41,0,24,57,34,24,22,22,33,36,0,0.8777120315581854,0.9513477975016437,0,1
h,0,13,13,44,39,27,26,26,26,26,0,0,101,101,11,12,14,70,0,0,0.8562091503267973,0.8289119569396386,0,1
a,15,50,31,26,24,55,30,29,36,57,0,26,54,41,34,32,34,42,69,15,0.7908587257617729,0.7770083102493075,1,1
b,0,13,13,47,36,26,25,26,31,54,0,0,101,101,24,22,28,62,0,0,0.8380177514792899,0.7466715976331361,1,1
i,0,13,0,13,13,13,13,13,13,13,0,0,0,0,0,88,0,0,0,0,0.9830834294502114,0.9650134563629373,0,2
t,0,13,13,34,13,13,13,13,13,25,0,0,0,0,10,98,22,0,0,0,0.8684,0.922,0,1
a,15,50,31,26,24,55,30,29,36,57,0,26,54,41,34,32,34,42,69,15,0.7908587257617729,0.7770083102493075,1,1
s,0,45,29,14,31,40,22,27,31,44,0,0,44,48,38,37,39,51,42,0,0.814266929651545,0.7998027613412229,0,1
s,0,45,29,14,31,40,22,27,31,44,0,0,44,48,38,37,39,51,42,0,0.814266929651545,0.7998027613412229,0,1
e,0,44,32,27,67,67,14,29,35,43,0,36,60,42,33,33,34,42,51,24,0.9352399737015121,0.8629191321499013,1,1
p,0,55,31,25,25,28,37,43,13,13,0,0,101,101,24,22,28,61,0,0,0.8376479289940828,0.7470414201183432,1,1
l,0,13,13,13,13,13,13,13,13,13,0,0,0,0,0,101,0,0,0,0,0.9805843906189927,0.9975009611687813,0,1
a,15,50,31,26,24,55,30,29,36,57,0,26,54,41,34,32,34,42,69,15,0.7908587257617729,0.7770083102493075,1,1
t,0,13,13,34,13,13,13,13,13,25,0,0,0,0,10,98,22,0,0,0,0.8684,0.922,0,1
e,0,44,32,27,67,67,14,29,35,43,0,36,60,42,33,33,34,42,51,24,0.9352399737015121,0.8629191321499013,1,1
a,15,50,31,26,24,55,30,29,36,57,0,26,54,41,34,32,34,42,69,15,0.7908587257617729,0.7770083102493075,1,1
d,12,13,13,45,37,26,25,25,30,55,0,0,22,61,28,22,24,100,100,0,0.8339100346020761,0.7397154940407535,1,1
i,0,13,0,13,13,13,13,13,13,13,0,0,0,0,0,88,0,0,0,0,0.9830834294502114,0.9650134563629373,0,2
c,0,43,33,27,13,14,13,28,33,41,0,24,57,34,24,22,22,33,36,0,0.8777120315581854,0.9513477975016437,0,1
t,0,13,13,34,13,13,13,13,13,25,0,0,0,0,10,98,22,0,0,0,0.8684,0.922,0,1
u,0,26,26,26,26,26,26,29,38,48,0,0,70,17,12,11,11,18,73,0,0.9040858725761773,0.7967451523545707,0,1
m,0,0,88,50,40,39,39,39,39,0,0,73,12,12,14,68,12,11,12,72,0.9174,0.811,0,1
s,0,45,29,14,31,40,22,27,31,44,0,0,44,48,38,37,39,51,42,0,0.814266929651545,0.7998027613412229,0,1
t,0,13,13,34,13,13,13,13,13,25,0,0,0,0,10,98,22,0,0,0,0.8684,0.922,0,1
.,0,15,15,15,15,15,15,15,15,0,0,14,14,14,14,14,14,14,14,14,0.890625,0.765625,0,1
C,18,61,34,21,15,15,15,30,35,61,0,43,78,32,26,24,26,31,50,16,0.8420857988165681,0.977810650887574,0,1
u,0,26,26,26,26,26,26,29,38,48,0,0,70,17,12,11,11,18,73,0,0.9040858725761773,0.7967451523545707,0,1
r,0,37,24,15,13,13,13,13,13,13,0,0,0,73,20,14,14,13,0,0,0.6814404432132964,0.8670360110803325,0,1
a,15,50,31,26,24,55,30,29,36,57,0,26,54,41,34,32,34,42,69,15,0.7908587257617729,0.7770083102493075,1,1
b,0,13,13,47,36,26,25,26,31,54,0,0,101,101,24,22,28,62,0,0,0.8380177514792899,0.7466715976331361,1,1
i,0,13,0,13,13,13,13,13,13,13,0,0,0,0,0,88,0,0,0,0,0.9830834294502114,0.9650134563629373,0,2
t,0,13,13,34,13,13,13,13,13,25,0,0,0,0,10,98,22,0,0,0,0.8684,0.922,0,1
u,0,26,26,26,26,26,26,29,38,48,0,0,70,17,12,11,11,18,73,0,0.9040858725761773,0.7967451523545707,0,1
r,0,37,24,15,13,13,13,13,13,13,0,0,0,73,20,14,14,13,0,0,0.6814404432132964,0.8670360110803325,0,1
a,15,50,31,26,24,55,30,29,36,57,0,26,54,41,34,32,34,42,69,15,0.7908587257617729,0.7770083102493075,1,1
t,0,13,13,34,13,13,13,13,13,25,0,0,0,0,10,98,22,0,0,0,0.8684,0.922,0,1
e,0,44,32,27,67,67,14,29,35,43,0,36,60,42,33,33,34,42,51,24,0.9352399737015121,0.8629191321499013,1,1
i,0,13,0,13,13,13,13,13,13,13,0,0,0,0,0,88,0,0,0,0,0.9830834294502114,0.9650134563629373,0,2
c,0,43,33,27,13,14,13,28,33,41,0,24,57,34,24,22,22,33,36,0,0.8777120315581854,0.9513477975016437,0,1
i,0,13,0,13,13,13,13,13,13,13,0,0,0,0,0,88,0,0,0,0,0.9830834294502114,0.9650134563629373,0,2
t,0,13,13,34,13,13,13,13,13,25,0,0,0,0,10,98,22,0,0,0,0.8684,0.922,0,1
u,0,26,26,26,26,26,26,29,38,48,0,0,70,17,12,11,11,18,73,0,0.9040858725761773,0.7967451523545707,0,1
